event_cause,corridor_grouped,priority,requires_road_closure,veh_type,time_of_day,day_of_week,is_weekend,severity
others,Non-corridor,Low,False,unknown,night,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,taxi,night,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Friday,False,routine
pot_holes,Magadi Road,High,False,unknown,night,Friday,False,high
tree_fall,Non-corridor,Low,False,unknown,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,evening,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Friday,False,routine
tree_fall,Non-corridor,Low,True,unknown,night,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,ksrtc_bus,night,Friday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,ORR West 1,High,False,lcv,late_night,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,truck,night,Friday,False,routine
pot_holes,Old Madras Road,High,False,unknown,night,Friday,False,high
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,night,Friday,False,high
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,night,Friday,False,routine
construction,West of Chord Road,High,False,unknown,late_night,Saturday,True,routine
vehicle_breakdown,ORR East 1,High,False,private_bus,night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Friday,False,routine
vehicle_breakdown,ORR East 1,High,False,private_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Friday,False,routine
pot_holes,Non-corridor,Low,False,unknown,late_night,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Saturday,True,routine
vehicle_breakdown,ORR East 2,High,False,others,late_night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,late_night,Saturday,True,routine
accident,Bellary Road 2,High,False,unknown,late_night,Saturday,True,routine
vehicle_breakdown,ORR East 1,High,False,heavy_vehicle,late_night,Saturday,True,routine
pot_holes,Hosur Road,High,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,True,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Magadi Road,High,False,others,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
others,Bellary Road 1,High,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,others,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,others,early_morning,Saturday,True,routine
vehicle_breakdown,Hosur Road,High,False,taxi,early_morning,Saturday,True,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,daytime,Saturday,True,routine
congestion,ORR North 2,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,daytime,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,lcv,daytime,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,lcv,daytime,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,evening,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,others,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,evening,Saturday,True,routine
pot_holes,ORR West 1,High,False,unknown,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,others,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,True,others,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,night,Saturday,True,routine
construction,ORR East 2,High,False,unknown,night,Saturday,True,high
tree_fall,West of Chord Road,High,False,unknown,night,Saturday,True,high
vehicle_breakdown,Mysore Road,High,False,truck,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,night,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,evening,Saturday,True,routine
water_logging,Mysore Road,High,False,unknown,night,Saturday,True,high
pot_holes,Non-corridor,Low,False,unknown,night,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,True,private_bus,night,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,private_bus,late_night,Sunday,True,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,late_night,Sunday,True,routine
others,Bellary Road 1,High,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Old Madras Road,High,False,others,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,taxi,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,ksrtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,late_night,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Sunday,True,routine
pot_holes,Non-corridor,Low,False,unknown,early_morning,Sunday,True,high
vehicle_breakdown,ORR East 1,High,False,lcv,late_night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,taxi,early_morning,Sunday,True,routine
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,early_morning,Sunday,True,routine
others,Non-corridor,Low,False,unknown,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,late_night,Sunday,True,high
pot_holes,Non-corridor,Low,False,unknown,early_morning,Sunday,True,high
vehicle_breakdown,Mysore Road,High,False,private_car,late_night,Sunday,True,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Sunday,True,high
vehicle_breakdown,ORR East 1,High,False,lcv,late_night,Sunday,True,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,ORR North 1,High,False,lcv,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,early_morning,Sunday,True,routine
vehicle_breakdown,ORR North 2,High,False,lcv,daytime,Sunday,True,routine
vehicle_breakdown,ORR North 2,High,False,private_car,evening,Sunday,True,routine
construction,Non-corridor,Low,True,unknown,daytime,Sunday,True,high
vehicle_breakdown,ORR North 1,High,False,lcv,early_morning,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,evening,Sunday,True,routine
vehicle_breakdown,ORR North 2,High,False,others,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,ORR North 2,High,False,private_car,evening,Sunday,True,routine
congestion,Non-corridor,Low,False,unknown,night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Sunday,True,routine
congestion,other_corridor,High,False,unknown,late_night,Monday,False,routine
accident,Non-corridor,Low,False,unknown,night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,night,Sunday,True,routine
accident,Bellary Road 1,High,False,unknown,night,Sunday,True,routine
others,Hosur Road,High,False,unknown,early_morning,Thursday,False,high
others,other_corridor,High,False,unknown,late_night,Monday,False,routine
construction,Non-corridor,Low,False,unknown,late_night,Monday,False,high
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,late_night,Monday,False,routine
congestion,Mysore Road,High,False,unknown,late_night,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,auto,late_night,Monday,False,routine
accident,ORR North 1,High,False,unknown,late_night,Monday,False,routine
others,Tumkur Road,High,False,unknown,early_morning,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,ORR West 1,High,False,private_bus,daytime,Monday,False,routine
congestion,Non-corridor,Low,False,unknown,early_morning,Monday,False,routine
accident,Bellary Road 2,High,False,unknown,daytime,Monday,False,routine
road_conditions,other_corridor,High,False,unknown,evening,Monday,False,routine
vehicle_breakdown,ORR North 2,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Monday,False,routine
others,Bellary Road 1,High,False,unknown,evening,Monday,False,high
others,Bellary Road 2,High,False,unknown,early_morning,Monday,False,high
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Monday,False,routine
vehicle_breakdown,ORR East 2,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Monday,False,routine
others,Non-corridor,Low,False,unknown,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Monday,False,routine
pot_holes,West of Chord Road,High,False,unknown,night,Monday,False,routine
construction,ORR East 1,High,False,unknown,night,Monday,False,high
vehicle_breakdown,ORR East 1,High,False,lcv,evening,Monday,False,routine
vehicle_breakdown,ORR East 2,High,False,lcv,night,Monday,False,routine
vehicle_breakdown,ORR East 2,High,False,lcv,night,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Monday,False,routine
others,Non-corridor,Low,False,unknown,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,night,Monday,False,routine
vehicle_breakdown,other_corridor,High,True,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,night,Monday,False,routine
congestion,ORR East 1,High,False,unknown,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Monday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,private_bus,night,Monday,False,routine
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,ORR North 1,High,False,truck,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,heavy_vehicle,late_night,Tuesday,False,routine
others,ORR North 2,High,False,unknown,early_morning,Tuesday,False,routine
construction,Non-corridor,Low,False,unknown,early_morning,Tuesday,False,high
water_logging,Bannerghata Road,High,False,unknown,early_morning,Tuesday,False,high
vehicle_breakdown,ORR North 2,High,False,lcv,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,private_car,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Tuesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,early_morning,Tuesday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,private_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,daytime,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,others,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,daytime,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,daytime,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,truck,early_morning,Tuesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,truck,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,others,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,truck,evening,Tuesday,False,routine
vehicle_breakdown,ORR East 1,High,False,truck,evening,Tuesday,False,routine
others,Bellary Road 2,High,False,unknown,night,Tuesday,False,high
vehicle_breakdown,other_corridor,High,False,others,evening,Tuesday,False,routine
vehicle_breakdown,ORR East 1,High,False,private_bus,evening,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,other_corridor,High,False,private_car,evening,Tuesday,False,routine
tree_fall,Tumkur Road,High,False,unknown,night,Tuesday,False,high
vehicle_breakdown,ORR North 1,High,False,truck,night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,truck,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,night,Tuesday,False,high
vehicle_breakdown,Bellary Road 1,High,False,private_car,night,Tuesday,False,routine
public_event,Mysore Road,High,False,unknown,night,Tuesday,False,routine
others,Hosur Road,High,True,unknown,night,Tuesday,False,high
vehicle_breakdown,Bellary Road 1,High,False,lcv,night,Tuesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_car,late_night,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_car,late_night,Wednesday,False,routine
vehicle_breakdown,ORR East 1,High,False,truck,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,others,night,Tuesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,ORR East 1,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,True,private_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,early_morning,Wednesday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,early_morning,Wednesday,False,routine
others,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,early_morning,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Wednesday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,others,early_morning,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,early_morning,Wednesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,early_morning,Wednesday,False,routine
water_logging,ORR North 1,High,False,unknown,early_morning,Wednesday,False,high
water_logging,Bellary Road 1,High,False,unknown,early_morning,Wednesday,False,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,routine
tree_fall,ORR North 1,High,True,unknown,early_morning,Wednesday,False,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Wednesday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,high
tree_fall,ORR North 1,High,True,unknown,early_morning,Wednesday,False,high
accident,Non-corridor,Low,False,unknown,late_night,Tuesday,False,routine
water_logging,Bellary Road 1,High,False,unknown,early_morning,Wednesday,False,routine
water_logging,Tumkur Road,High,False,unknown,early_morning,Wednesday,False,high
others,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,high
accident,Non-corridor,Low,False,unknown,early_morning,Tuesday,False,routine
water_logging,Mysore Road,High,False,unknown,early_morning,Wednesday,False,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Wednesday,False,high
water_logging,other_corridor,High,False,unknown,early_morning,Wednesday,False,high
water_logging,Bellary Road 2,High,False,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,ORR North 2,High,False,lcv,early_morning,Wednesday,False,routine
tree_fall,Tumkur Road,High,False,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,early_morning,Wednesday,False,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,routine
water_logging,Tumkur Road,High,False,unknown,daytime,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,daytime,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,daytime,Wednesday,False,routine
tree_fall,West of Chord Road,High,False,unknown,daytime,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,daytime,Wednesday,False,routine
congestion,ORR North 1,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,private_bus,daytime,Wednesday,False,routine
vehicle_breakdown,ORR East 1,High,False,private_bus,daytime,Wednesday,False,routine
tree_fall,Non-corridor,Low,True,unknown,daytime,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,daytime,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,daytime,Wednesday,False,routine
vehicle_breakdown,ORR East 2,High,True,heavy_vehicle,evening,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,evening,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,evening,Wednesday,False,routine
others,West of Chord Road,High,False,unknown,evening,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,evening,Wednesday,False,routine
construction,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,evening,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,evening,Wednesday,False,routine
others,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
tree_fall,Non-corridor,Low,True,unknown,night,Wednesday,False,high
water_logging,Mysore Road,High,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Wednesday,False,routine
tree_fall,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Wednesday,False,routine
tree_fall,Non-corridor,Low,True,unknown,night,Wednesday,False,routine
others,Bellary Road 1,High,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,night,Wednesday,False,routine
tree_fall,Non-corridor,Low,False,unknown,night,Wednesday,False,high
tree_fall,Non-corridor,Low,False,unknown,night,Wednesday,False,high
tree_fall,Non-corridor,Low,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,lcv,night,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Wednesday,False,routine
tree_fall,Non-corridor,Low,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Bellary Road 1,High,False,truck,evening,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,auto,night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,taxi,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_bus,late_night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Wednesday,False,routine
vehicle_breakdown,ORR East 1,High,False,heavy_vehicle,night,Wednesday,False,routine
accident,Bannerghata Road,High,False,unknown,night,Wednesday,False,routine
pot_holes,ORR East 1,High,False,unknown,late_night,Thursday,False,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Wednesday,False,routine
pot_holes,Magadi Road,High,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,ORR West 1,High,False,private_bus,late_night,Thursday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,early_morning,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_bus,late_night,Thursday,False,routine
pot_holes,Non-corridor,Low,True,unknown,early_morning,Thursday,False,routine
procession,Non-corridor,Low,False,unknown,late_night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
accident,Bellary Road 2,High,False,unknown,daytime,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,daytime,Thursday,False,routine
